1543	0	1138
208	1	1456
993	2	948
1543	0	1245
1543	0	1518
1119	1	253
1543	0	1478
9	1	910
272	2	948
272	1	768
208	1	896
1543	0	284
9	1	1535
1543	0	285
1411	2	342
270	1	987
410	0	1496
1543	0	1551
1543	0	1038
51	2	1409
1543	0	1556
272	0	259
1543	1	1035
577	0	466
1543	0	823
272	2	707
1200	1	905
310	1	1214
10	1	1155
1543	0	1256
9	1	1178
1543	0	1384
272	0	232
1175	0	1018
272	0	956
577	1	398
294	1	626
1543	0	1495
51	0	820
1175	0	871
410	0	1163
1543	0	912
1543	0	748
577	0	303
1543	0	1291
621	0	1482
1432	1	1416
270	2	492
1124	0	1396
1543	0	1418
1543	0	649
1543	0	1266
1543	0	1565
10	1	1425
1175	0	1343
1543	0	617
1431	1	922
272	1	948
208	1	1036
1543	0	135
272	2	233
51	1	390
410	0	1003
1175	2	1166
1411	1	1287
1543	0	1572
208	2	457
1543	0	190
208	1	82
1175	0	193
577	0	1496
1175	1	871
1119	1	255
1119	1	1247
1543	0	409
1522	1	1023
1543	0	1216
9	1	1453
272	0	658
51	0	702
746	1	755
1543	0	1233
1543	0	475
270	1	1497
1124	2	145
10	1	825
270	1	1392
208	0	413
1543	0	117
1543	0	1090
442	0	78
1543	0	1115
1175	0	1348
51	0	193
1175	0	421
208	1	699
1200	1	437
592	2	739
1543	0	762
1543	0	644
1543	0	1242
1522	1	503
10	1	721
229	0	683
746	2	864
1543	0	1074
272	0	693
1543	0	261
9	1	1462
958	1	1206
1119	1	847
1543	0	175
577	0	193
208	1	1457
448	2	1027
1543	0	853
270	2	1438
1175	0	1482
887	2	1501
51	1	25
1543	0	844
1522	1	6
208	1	534
10	1	669
1543	0	1128
185	1	376
1522	0	7
340	1	603
1543	0	980
1092	2	366
1543	0	915
1510	1	808
1175	1	1297
1543	0	246
1431	1	1086
1543	0	594
1543	0	445
208	2	150
51	1	423
1543	0	1494
1543	0	588
1543	0	161
208	1	515
1543	0	1589
270	1	319
1543	0	816
1522	1	1148
234	0	1316
208	0	774
1093	2	1488
577	0	831
1543	0	113
360	1	99
1543	0	141
208	1	382
51	0	1105
10	1	94
9	1	200
1119	1	992
1543	0	371
1175	0	225
1543	0	984
1175	0	520
1543	0	36
1543	0	419
272	0	1430
272	2	432
1119	2	1185
10	1	69
1522	1	308
410	1	547
270	1	1439
746	1	1123
1543	0	1525
993	0	77
1543	0	1495
370	2	96
1543	0	1034
1200	1	1224
1175	0	1003
1543	0	1009
309	1	1321
1175	0	1385
10	1	73
1437	2	1039
1543	0	485
1543	0	223
1543	0	663
43	1	606
272	2	948
1543	0	1573
51	0	737
1522	0	1496
1432	1	1207
1175	0	463
1522	1	800
9	1	265
208	1	827
1543	0	523
1175	0	1484
10	1	1436
9	1	471
1543	0	1136
51	0	1496
1543	0	1572
10	1	71
1543	0	851
14	1	116
270	2	1579
208	1	441
51	0	682
294	1	57
272	2	432
1431	1	92
1543	1	1298
51	0	1496
1200	1	771
1543	0	1527
1543	0	175
138	1	969
272	0	236
1543	0	1226
1543	0	112
208	2	1076
1522	0	316
208	0	87
340	1	1234
1543	0	816
1543	0	878
51	2	1389
1543	0	1044
746	1	1508
1573	0	1
340	0	839
272	0	657
130	0	1517
272	0	907
272	0	193
1543	0	1362
208	1	1144
1543	0	1361
1543	0	409
1175	0	37
592	2	1264
866	2	319
1165	2	1297
272	0	452
1543	0	1365
9	2	20
51	0	251
208	1	1190
272	0	683
410	0	86
51	0	537
1543	0	373
210	2	457
10	1	72
889	2	1175
1543	0	745
10	1	726
1543	0	931
1372	2	312
1431	2	267
1543	0	648
1543	0	1366
210	0	1003
1175	2	1268
1175	0	1433
1119	1	1024
442	0	52
1543	0	1549
746	1	542
1543	0	559
340	1	1236
229	0	908
1543	0	1015
1543	0	1058
1119	1	288
208	1	1317
1543	0	880
51	0	704
1543	0	1269
272	1	948
1543	0	1474
1543	0	1282
593	2	1095
1543	0	1588
272	0	1032
1543	0	1079
1119	1	631
1543	0	151
442	0	1007
1175	0	335
1522	1	1585
1175	0	1433
1175	1	1351
1522	1	352
208	1	1280
208	1	932
1543	0	1495
1543	0	773
1543	0	1087
1543	0	1402
1543	0	1062
340	0	464
1318	0	251
1543	0	1294
138	1	194
577	0	1045
746	2	201
208	2	1077
208	0	162
208	2	1267
1543	0	1048
1543	1	395
10	1	726
1543	0	882
1543	0	1496
1522	0	1230
592	2	574
51	1	300
1543	0	892
87	2	336
309	1	870
340	2	1490
749	1	1479
833	0	2
1543	0	1113
1522	0	568
1543	0	611
1119	1	698
1543	0	1534
1175	0	1309
1543	0	1129
577	0	616
1522	1	808
1543	0	1513
1543	0	1386
1543	0	1550
1543	0	975
1071	1	791
592	2	358
1543	0	1254
51	0	568
1543	0	1063
1543	0	438
1543	0	1089
1411	1	777
1522	0	1553
1124	2	19
1543	0	284
208	1	453
340	0	1235
577	0	926
208	0	1110
1543	0	989
1119	1	1104
272	0	140
1543	0	1189
233	0	1427
1543	0	1295
272	0	657
1510	1	716
592	2	914
9	1	472
270	1	1582
1543	0	45
1507	0	1554
1431	1	1177
577	1	789
1124	1	1593
1543	0	788
1543	0	397
272	2	442
402	2	1192
577	0	76
310	1	107
1301	2	950
1543	0	760
1543	0	53
1175	0	962
9	1	910
10	1	61
1301	0	1567
1543	0	741
1119	1	850
1543	0	644
1175	0	1344
1543	0	193
580	2	680
272	0	77
276	0	247
1432	0	1427
340	1	1424
1543	0	538
1543	0	842
51	0	702
1286	1	1285
208	1	1330
1522	1	797
340	0	974
1543	0	192
340	0	1238
1543	0	836
9	1	480
1543	0	1219
1431	1	883
138	1	1094
577	0	998
1522	0	575
51	0	468
340	0	465
1543	0	686
272	0	464
1175	0	85
1543	0	77
448	1	845
1522	1	884
10	2	304
746	1	241
1510	1	330
1200	1	1021
1175	0	1012
499	2	1498
272	0	328
1543	0	80
272	0	1427
1543	0	250
1092	0	1517
1543	0	853
889	2	1305
1543	0	118
1543	2	379
1543	0	815
1543	0	1355
1543	0	799
1543	0	585
1543	0	1502
10	1	493
1003	2	1523
1175	0	873
1543	0	478
1543	0	193
1543	0	917
1119	1	1325
1175	0	1310
410	0	1496
1543	0	968
272	2	139
1175	0	1391
9	1	936
1175	0	1304
1543	0	1047
1543	0	1400
592	2	1583
1200	1	101
410	0	1049
402	0	367
43	1	1533
1175	2	266
1543	0	943
208	1	869
272	1	949
1543	0	50
1543	0	1426
51	0	737
1175	0	411
1543	0	131
1543	0	81
1543	0	1599
208	1	1097
309	1	869
138	1	729
272	2	832
208	1	769
340	0	530
216	0	1496
1431	2	1466
1543	0	1073
340	0	85
340	0	1003
1522	0	464
1543	0	1337
184	2	24
208	1	770
272	2	370
1200	1	1224
1102	1	1464
272	0	430
208	1	322
1389	2	1367
1543	0	287
1543	0	206
1543	0	1559
10	1	723
270	1	1577
592	2	1600
1543	0	252
1543	0	28
272	0	898
208	1	1171
1543	0	745
1543	0	1061
1432	0	970
1119	1	1228
1522	0	1532
1543	0	1398
1543	0	541
1543	0	1531
208	1	828
272	0	431
592	2	1279
592	2	103
1175	0	1018
1543	0	536
1543	0	740
229	2	948
1543	0	305
1175	0	891
272	2	1350
340	1	1237
1175	0	1132
208	2	217
577	2	1581
51	0	702
208	1	772
179	1	548
272	0	1496
1543	0	1211
1543	0	1514
448	1	1190
746	2	1523
1543	0	426
1511	0	894
1543	0	667
1431	2	787
1432	0	374
1543	0	1536
51	0	251
43	1	1446
1543	0	899
272	0	452
1522	2	1248
1543	0	599
746	1	855
340	0	256
210	0	27
592	2	1459
592	2	595
340	2	1162
1543	0	1560
1175	0	226
340	1	211
1431	1	712
1543	0	136
167	0	537
1431	1	462
1522	2	1584
1543	0	1374
272	1	619
51	0	1041
208	1	1323
1071	1	1232
1543	0	445
208	0	495
1543	0	1068
1200	1	1196
592	2	100
1522	1	353
